1.png,0,0,1562872907.1026058,1562872907.31,1562872907.31,0.0,-49.2336175,-25.4539096667,902.3,35.7818603515625
2.png,0,0,1562872907.1990001,1562872907.31,1562872907.31,0.0,-49.2336175,-25.4539096667,902.3,36.49482727050781
3.png,0,0,1562872907.2994435,1562872907.31,1562872907.31,0.0,-49.2336175,-25.4539096667,902.3,36.5081787109375
4.png,0,1,1562872907.3963487,1562872907.31,1562872908.31,3.71889892014,-49.2336156168,-25.4539076265,902.419840929,36.32698059082031
5.png,0,1,1562872907.4961972,1562872907.31,1562872908.31,3.71889892014,-49.2336134149,-25.4539052412,902.559957927,36.50703430175781
6.png,0,1,1562872907.5984895,1562872907.31,1562872908.31,3.71889892014,-49.2336111592,-25.4539027975,902.703504305,36.101531982421875
7.png,0,1,1562872907.6942315,1562872907.31,1562872908.31,3.71889892014,-49.2336090479,-25.4539005103,902.837858678,35.48011779785156
8.png,0,1,1562872907.79499,1562872907.31,1562872908.31,3.71889892014,-49.233606826,-25.4538981032,902.979252791,34.77897644042969
9.png,0,1,1562872907.8951972,1562872907.31,1562872908.31,3.71889892014,-49.2336046163,-25.4538957093,903.119873063,34.33952331542969
10.png,0,1,1562872907.9920125,1562872907.31,1562872908.31,3.71889892014,-49.2336024813,-25.4538933964,903.255733728,33.86383056640625
11.png,0,1,1562872908.094595,1562872907.31,1562872908.31,3.71889892014,-49.2336002192,-25.4538909458,903.399687378,34.28382873535156
12.png,0,1,1562872908.1916928,1562872907.31,1562872908.31,3.71889892014,-49.233598078,-25.4538886262,903.535944548,33.7921142578125
13.png,0,1,1562872908.289916,1562872907.31,1562872908.31,3.71889892014,-49.233595912,-25.4538862797,903.673780918,33.79707336425781
14.png,1,2,1562872908.3901553,1562872908.31,1562872909.3,3.23892440475,-49.2335936755,-25.453884146,903.749384787,33.637237548828125
15.png,1,2,1562872908.489403,1562872908.31,1562872909.3,3.23892440475,-49.2335914552,-25.4538820927,903.809482946,33.45489501953125
16.png,1,2,1562872908.5908544,1562872908.31,1562872909.3,3.23892440475,-49.2335891856,-25.4538799937,903.870915541,33.5205078125
17.png,1,2,1562872908.6856203,1562872908.31,1562872909.3,3.23892440475,-49.2335870656,-25.4538780331,903.928299838,33.75511169433594
18.png,1,2,1562872908.786528,1562872908.31,1562872909.3,3.23892440475,-49.2335848081,-25.4538759454,903.989403298,33.77037048339844
19.png,1,2,1562872908.8859386,1562872908.31,1562872909.3,3.23892440475,-49.2335825842,-25.4538738887,904.049600126,33.60176086425781
20.png,1,2,1562872908.9838433,1562872908.31,1562872909.3,3.23892440475,-49.233580394,-25.4538718631,904.108885118,33.351898193359375
